Anonymous ID,Year,Prior Stat,Other Stat,Prior CS,Other CS,Prior Math,Other Math,How would you best describe your confidence with Tinker Plots?,How would you best describe your confidence with statistical concepts?,How would you best describe your confidence with R and RStudio?,AW1,AW2,AW3,AW4,AW5,TM1,TM2,TM3,TM4,TM5,CA1,CA2,CA3,CA4,CA5,TH1,TH2,TH3,TH4,TH5,SD
109,Junior (3rd Year),No prior statistics courses taken,,"Introductory CS course for CS/CE/ECE majors (eg. CS 124, 128)",,College level Calculus (eg. Math 221/231/241),,I occasionally feel confused when using Tinker Plots,I occasionally feel confused when enaging with statistical concepts,I occasionally feel confused when using R and RStudio,7,4,6,8,7,7,6,8,7,5,7,9,9,8,9,7,4,7,5,7,1.496487115
112,Sophomore (2nd Year),"AP Statistics, IB Statistics or any other high school statistics course",,No prior programming or computer science courses taken,,"AP Calculus AB/BC,College level Calculus (eg. Math 221/231/241)",,I occasionally feel confident when using Tinker Plots,I feel confident engaging with statistical concepts most of the time,I occasionally feel confused when using R and RStudio,9,8,8,8,9,7,7,9,7,6,7,7,8,8,8,9,9,8,9,9,0.9176629355
113,Sophomore (2nd Year),"AP Statistics, IB Statistics or any other high school statistics course",,No prior programming or computer science courses taken,,"AP Calculus AB/BC,College level Calculus (eg. Math 221/231/241)",,I occasionally feel confident when using Tinker Plots,I occasionally feel confident when engaging with statistical concepts,I occasionally feel confused when using R and RStudio,7,7,7,6,6,6,8,8,7,6,4,8,6,8,9,5,7,9,7,7,1.252366182
114,Junior (3rd Year),Introductory College Statistics Course (100 or 200 level course),,"Introductory CS course for CS/CE/ECE majors (eg. CS 124, 128)",,College level Calculus (eg. Math 221/231/241),,I feel confident using Tinker Plots most of the time,I feel confident engaging with statistical concepts most of the time,I feel confident using R and RStudio most of the time,8,10,8,7,7,10,8,10,7,6,7,7,8,8,6,8,7,10,9,10,1.35627198
116,Freshman (1st Year),"AP Statistics, IB Statistics or any other high school statistics course,Introductory College Statistics Course (100 or 200 level course)",,"AP CS A or similar high school programming course (eg. a course that teaches Java, Python, C++ etc.)",,AP Calculus AB/BC,,I occasionally feel confident when using Tinker Plots,I feel confident engaging with statistical concepts most of the time,I occasionally feel confident when using R and RStudio,6,5,8,9,3,3,2,5,3,3,3,6,7,3,6,6,4,6,8,6,2.023545612
118,Sophomore (2nd Year),"AP Statistics, IB Statistics or any other high school statistics course,Introductory College Statistics Course (100 or 200 level course),Advanced College Statics Course (300+ level statistics course)",,"Introductory CS course for non-CS/CE/ECE majors (eg. CS 101, CS 105)",,"AP Calculus AB/BC,College level Calculus (eg. Math 221/231/241)",,I occasionally feel confident when using Tinker Plots,I occasionally feel confident when engaging with statistical concepts,I occasionally feel confused when using R and RStudio,7,7,8,7,7,7,7,10,7,7,7,5,4,7,7,7,4,4,3,4,1.719853115
120,Freshman (1st Year),"AP Statistics, IB Statistics or any other high school statistics course",,No prior programming or computer science courses taken,,AP Calculus AB/BC,,I occasionally feel confused when using Tinker Plots,I occasionally feel confident when engaging with statistical concepts,I feel confused using R and RStudio most of the time,10,10,10,10,10,8,10,9,7,10,10,10,10,9,10,10,10,10,10,10,0.8127277009
121,Junior (3rd Year),"AP Statistics, IB Statistics or any other high school statistics course",,"AP CS Principles or a fundamental CS principles course (eg. theory, pseudo-coding etc.),AP CS A or similar high school programming course (eg. a course that teaches Java, Python, C++ etc.),Introductory CS course for non-CS/CE/ECE majors (eg. CS 101, CS 105),Introductory CS course for CS/CE/ECE majors (eg. CS 124, 128),200+ level CS courses",,"AP Calculus AB/BC,College level Calculus (eg. Math 221/231/241)",,I occasionally feel confident when using Tinker Plots,I occasionally feel confident when engaging with statistical concepts,I occasionally feel confused when using R and RStudio,6,7,8,6,8,7,5,7,8,8,7,5,7,7,7,7,6,7,6,8,0.9333020045
122,Sophomore (2nd Year),Introductory College Statistics Course (100 or 200 level course),,"Introductory CS course for non-CS/CE/ECE majors (eg. CS 101, CS 105)",,College level Calculus (eg. Math 221/231/241),,I occasionally feel confused when using Tinker Plots,I occasionally feel confused when enaging with statistical concepts,I occasionally feel confused when using R and RStudio,7,7,7,5,6,5,6,6,7,8,5,8,6,5,6,8,6,8,6,6,1.046296728
123,Freshman (1st Year),"AP Statistics, IB Statistics or any other high school statistics course,Introductory College Statistics Course (100 or 200 level course)",,"AP CS Principles or a fundamental CS principles course (eg. theory, pseudo-coding etc.),AP CS A or similar high school programming course (eg. a course that teaches Java, Python, C++ etc.),Introductory CS course for CS/CE/ECE majors (eg. CS 124, 128)",,"AP Calculus AB/BC,College level Calculus (eg. Math 221/231/241)",,I occasionally feel confused when using Tinker Plots,I occasionally feel confused when enaging with statistical concepts,I occasionally feel confused when using R and RStudio,7,7,7,7,6,8,6,6,7,8,7,7,6,7,7,7,7,8,8,7,0.6488856845
128,Sophomore (2nd Year),"AP Statistics, IB Statistics or any other high school statistics course",,No prior programming or computer science courses taken,,Other,IB calculus,I occasionally feel confident when using Tinker Plots,I occasionally feel confused when enaging with statistical concepts,I feel confused using R and RStudio most of the time,7,7,6,6,6,7,5,4,7,6,6,6,7,7,7,7,7,6,6,7,0.8127277009
129,Freshman (1st Year),"AP Statistics, IB Statistics or any other high school statistics course",,"No prior programming or computer science courses taken,Other","No courses, but many CS Internships + Research at laboratories",College level Calculus (eg. Math 221/231/241),,I feel confident using Tinker Plots most of the time,I feel confident engaging with statistical concepts most of the time,I feel confident using R and RStudio most of the time,8,5,8,1,8,10,8,8,8,8,8,8,8,8,8,9,5,8,5,8,1.954078057
130,Junior (3rd Year),"AP Statistics, IB Statistics or any other high school statistics course,Introductory College Statistics Course (100 or 200 level course)",,"Introductory CS course for non-CS/CE/ECE majors (eg. CS 101, CS 105),Introductory CS course for CS/CE/ECE majors (eg. CS 124, 128),200+ level CS courses",,College level Calculus (eg. Math 221/231/241),,I occasionally feel confused when using Tinker Plots,I feel confident engaging with statistical concepts most of the time,I feel confident using R and RStudio most of the time,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,8,10,0.6386663737
132,Freshman (1st Year),No prior statistics courses taken,,No prior programming or computer science courses taken,,College level Calculus (eg. Math 221/231/241),,I occasionally feel confused when using Tinker Plots,I feel confident engaging with statistical concepts most of the time,I occasionally feel confused when using R and RStudio,8,8,9,9,7,9,9,8,9,8,8,7,8,8,8,7,10,7,7,8,0.8522416262
133,Freshman (1st Year),"AP Statistics, IB Statistics or any other high school statistics course",,"AP CS Principles or a fundamental CS principles course (eg. theory, pseudo-coding etc.)",,AP Calculus AB/BC,,I feel confident using Tinker Plots most of the time,I occasionally feel confused when enaging with statistical concepts,I occasionally feel confused when using R and RStudio,8,8,9,7,5,8,9,7,8,7,7,7,7,7,7,8,8,9,7,8,0.9445132414
134,Freshman (1st Year),"AP Statistics, IB Statistics or any other high school statistics course,Introductory College Statistics Course (100 or 200 level course)",,"AP CS A or similar high school programming course (eg. a course that teaches Java, Python, C++ etc.)",,"AP Calculus AB/BC,College level Calculus (eg. Math 221/231/241)",,I occasionally feel confident when using Tinker Plots,I occasionally feel confident when engaging with statistical concepts,I occasionally feel confused when using R and RStudio,8,5,9,9,6,10,9,9,10,9,9,10,10,9,9,9,8,8,9,5,1.504379571
